"L","M","U","x","G","Seasonality","drug"
0.0734902698194504,0.184940746611495,0.325388239548032,1,"C_max_IC50","sesonality2","Drug B"
0.074890417031576,0.187269561349593,0.332408350265832,2,"C_max_IC50","sesonality2","Drug B"
0.0708481751259902,0.181999601016143,0.330377570263118,3,"C_max_IC50","sesonality2","Drug B"
0.0689648120607653,0.182204987496497,0.327355696979598,4,"C_max_IC50","sesonality2","Drug B"
0.0684461773501699,0.180986303575792,0.326483973522115,5,"C_max_IC50","sesonality2","Drug B"
0.0649421434945719,0.175951804183746,0.32236420717909,6,"C_max_IC50","sesonality2","Drug B"
0.0635249216367204,0.174760697221441,0.323900600263893,7,"C_max_IC50","sesonality2","Drug B"
0.0624330966462144,0.17480572221007,0.323311441659149,8,"C_max_IC50","sesonality2","Drug B"
0.0606977520675784,0.171780239898687,0.318681734450305,9,"C_max_IC50","sesonality2","Drug B"
0.0595148943110065,0.169487122782638,0.315155208036153,10,"C_max_IC50","sesonality2","Drug B"
0.0568729846335028,0.165192931079089,0.314733237198894,11,"C_max_IC50","sesonality2","Drug B"
0.0562565673289005,0.165285453654972,0.309425749071777,12,"C_max_IC50","sesonality2","Drug B"
0.0525798716684868,0.159747793032852,0.308418004035265,13,"C_max_IC50","sesonality2","Drug B"
0.0506897251301749,0.156796068261867,0.299700147047764,14,"C_max_IC50","sesonality2","Drug B"
0.0485144752556984,0.154215800671776,0.29956813916863,15,"C_max_IC50","sesonality2","Drug B"
0.0486837358630948,0.155376696722498,0.297264166084231,16,"C_max_IC50","sesonality2","Drug B"
0.0458700481695822,0.149607381863708,0.295059933854095,17,"C_max_IC50","sesonality2","Drug B"
0.0456518138775065,0.143722915937427,0.282537219768256,18,"C_max_IC50","sesonality2","Drug B"
0.0465814805530744,0.148176146715999,0.292027519065912,19,"C_max_IC50","sesonality2","Drug B"
0.0444466644280045,0.143437174779102,0.284891704003595,20,"C_max_IC50","sesonality2","Drug B"
0.043599994349061,0.14046959966456,0.277707224208028,21,"C_max_IC50","sesonality2","Drug B"
0.0449087733205528,0.1394965567515,0.279549956675943,22,"C_max_IC50","sesonality2","Drug B"
0.0465032336814388,0.141730177872245,0.276217787788333,23,"C_max_IC50","sesonality2","Drug B"
0.0422859057256072,0.133579709109514,0.26742832847694,24,"C_max_IC50","sesonality2","Drug B"
0.0451420035520598,0.133857053716066,0.26690635977971,25,"C_max_IC50","sesonality2","Drug B"
0.0452501846412622,0.13263635634523,0.260643203853665,26,"C_max_IC50","sesonality2","Drug B"
0.0439627241305823,0.131107588069972,0.259050088119538,27,"C_max_IC50","sesonality2","Drug B"
0.0449724688050509,0.130882409579874,0.256949703466114,28,"C_max_IC50","sesonality2","Drug B"
0.0430240808291163,0.124242764286427,0.247265289759164,29,"C_max_IC50","sesonality2","Drug B"
0.04486001241314,0.127912846636386,0.255980736308236,30,"C_max_IC50","sesonality2","Drug B"
0.0435337007317107,0.118943366015388,0.239209215644266,31,"C_max_IC50","sesonality2","Drug B"
0.0435929774476756,0.121319121819275,0.240027831342424,32,"C_max_IC50","sesonality2","Drug B"
0.0460900714420227,0.123499351221245,0.243629969420294,33,"C_max_IC50","sesonality2","Drug B"
0.046493432560034,0.116846765544756,0.223984673241088,34,"C_max_IC50","sesonality2","Drug B"
0.0432156819785519,0.115544989166232,0.225071333079015,35,"C_max_IC50","sesonality2","Drug B"
0.0463574758795897,0.119624862056239,0.231656493383702,36,"C_max_IC50","sesonality2","Drug B"
0.0469236320615381,0.121851839124002,0.23116421230185,37,"C_max_IC50","sesonality2","Drug B"
0.0421062439711526,0.110776364166907,0.208741151228288,38,"C_max_IC50","sesonality2","Drug B"
0.0396785036482235,0.109420177591294,0.195692319517013,39,"C_max_IC50","sesonality2","Drug B"
NA,NA,NA,40,"C_max_IC50","sesonality2","Drug B"
